"counter","unitid","floorplangroup","floorplanid","location","manufacturer","make","model","class","designation","stocknumber","vin","year","age","holdtype","msrp","dsrp","unitstatus","totalcost","nada","ordernumber","basecost","basefreightcost","invoice","consignmentamount","orderdate","receiveddate","userdefinedamt1","percent_gp_of_dsrp","percent_gp_of_unlock","floorprice","product_description","cost_sheet_invoice","invoice_pre_freight","freight","price_protection_rebate","manufacturer_to_dealer_rebate","nada_original","major_unit_header_id","unit_data_source","userdefinedamt2","userdefinedamt3","igh","max_p","max_r","tradedealid","true_total_cost","makeid","productionzone","pp_created_date","single_pp_created_date","dsrp_variance_flag","msrp_variance_flag","sub_location_name","sub_location_id","cmf_id","current_location","repname","repemail","repphone","consignment_total_cost","CodeName"
"3014",NULL,NULL,NULL,"JOR","Jayco","EAGLE","317RLOK","FW","New","L00076","",2025,46005,"","100139.00","78995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","78895.00","1.000","1.000","0.00","Jayco EAGLE 317RLOK","-186.06","0.00","-186.06","0.00","0.00","0.00",250073895,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3023",NULL,NULL,NULL,"JOR","Jayco","EAGLE HT","30CRT","FW","New","L00073","",2025,46005,"","81249.00","62495.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","62395.00","1.000","1.000","0.00","Jayco EAGLE HT 30CRT","-186.06","0.00","-186.06","0.00","0.00","0.00",250073860,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3017",NULL,NULL,NULL,"JOR","Jayco","EAGLE","321RSTS","FW","New","L00077","",2025,46005,"","98983.00","77995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","77895.00","1.000","1.000","0.00","Jayco EAGLE 321RSTS","-186.06","0.00","-186.06","0.00","0.00","0.00",250073910,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3000",NULL,NULL,NULL,"JOR","Jayco","EAGLE HT","25RUC","FW","New","L00066","",2025,46005,"","66249.00","50995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","50895.00","1.000","1.000","0.00","Jayco EAGLE HT 25RUC","-186.06","0.00","-186.06","0.00","0.00","0.00",250073778,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3109",NULL,NULL,NULL,"JOR","Jayco","JAY FEATHER","22RB","TT","New","L00013","",2025,46005,"","53723.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","41495.00",NULL,"1.000","0.00","Jayco JAY FEATHER 22RB","-186.06","0.00","-186.06","0.00","0.00","0.00",250072907,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3081",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT SLX","263BHSW","TT","New","L00041","",2025,46005,"","42143.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT SLX 263BHSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073403,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3010",NULL,NULL,NULL,"JOR","Jayco","EAGLE HT","294CKBS","TT","New","L00060","",2025,46005,"","76231.00","59995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","59895.00","1.000","1.000","0.00","Jayco EAGLE HT 294CKBS","-186.06","0.00","-186.06","0.00","0.00","0.00",250073696,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3035",NULL,NULL,NULL,"JOR","Jayco","EAGLE SLE","28BHU","FW","New","L00065","",2025,46005,"","57991.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco EAGLE SLE 28BHU","-186.06","0.00","-186.06","0.00","0.00","0.00",250073762,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3055",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT SLX","262RLSW","TT","New","L00040","",2025,46005,"","40656.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT SLX 262RLSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073382,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"2993",NULL,NULL,NULL,"JOR","Jayco","EAGLE HT","29CBD","FW","New","L00070","",2025,46005,"","79749.00","61495.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","61395.00","1.000","1.000","0.00","Jayco EAGLE HT 29CBD","-186.06","0.00","-186.06","0.00","0.00","0.00",250073828,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3024",NULL,NULL,NULL,"JOR","Jayco","Jay Flight Bungalow","40RLTS","TT","New","L00055","",2025,46005,"","86018.00","72495.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","72395.00","1.000","1.000","0.00","Jayco Jay Flight Bungalow 40RLTS","-186.06","0.00","-186.06","0.00","0.00","0.00",250073622,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"2097",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT","267BHSW","TT","New","L00051","",2025,46005,"","43848.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT 267BHSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073566,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3100",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT SLX","175BHW","TT","New","L00032","",2025,46005,"","33368.00","17995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","17895.00","1.000","1.000","0.00","Jayco JAY FLIGHT SLX 175BHW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073241,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"2098",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT","286BHSW","TT","New","L00052","",2025,46005,"","43943.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT 286BHSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073577,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3032",NULL,NULL,NULL,"JOR","Jayco","Jay Flight Bungalow","40DLFT","TT","New","L00053","",2025,46005,"","92468.00","77995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","77895.00","1.000","1.000","0.00","Jayco Jay Flight Bungalow 40DLFT","-186.06","0.00","-186.06","0.00","0.00","0.00",250073597,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3043",NULL,NULL,NULL,"JOR","Jayco","EAGLE HT","284BHOK","TT","New","L00059","",2025,46005,"","71914.00","55995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","55895.00","1.000","1.000","0.00","Jayco EAGLE HT 284BHOK","-186.06","0.00","-186.06","0.00","0.00","0.00",250073674,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3095",NULL,NULL,NULL,"JOR","Jayco","JAY FEATHER","27RK","TT","New","L00022","",2025,46005,"","58253.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","42995.00",NULL,"1.000","0.00","Jayco JAY FEATHER 27RK","-186.06","0.00","-186.06","0.00","0.00","0.00",250073068,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3102",NULL,NULL,NULL,"JOR","Jayco","JAY FEATHER","23RK","TT","New","L00014","",2025,46005,"","52718.00","41995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","41895.00","1.000","1.000","0.00","Jayco JAY FEATHER 23RK","-186.06","0.00","-186.06","0.00","0.00","0.00",250072924,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3053",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT","236THW","TTTH","New","L00046","",2025,46005,"","43343.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT 236THW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073476,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3090",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT SLX","211MBW","TT","New","L00037","",2025,46005,"","33593.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT SLX 211MBW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073338,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3059",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT","265RLSW","TT","New","L00049","",2025,46005,"","47685.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT 265RLSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073523,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3071",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT SLX","287BHSW","TT","New","L00043","",2025,46005,"","43493.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT SLX 287BHSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073435,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3106",NULL,NULL,NULL,"JOR","Jayco","Jay Feather Micro","173MRB","TT","New","L00003","",2025,46005,"","43718.00","33495.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","33395.00","1.000","1.000","0.00","Jayco Jay Feather Micro 173MRB","-186.06","0.00","-186.06","0.00","0.00","0.00",250072753,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"2748",NULL,NULL,NULL,"SSD","FOREST RIVER","CEDAR CREEK","31IK","FW","Used","101562A","4x4FCRG22LS223608",2020,46005,"","0.00","0.00","In Inventory","0.00","0.00","","33760.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"33760.00","FOREST RIVER CEDAR CREEK 31IK","-186.06","33760.00","-33946.06","0.00","0.00","0.00",252553286,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"800540","SSD",NULL,NULL,NULL,NULL,""
"3056",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT","240RBSW","TT","New","L00047","",2025,46005,"","45960.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT 240RBSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073495,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3083",NULL,NULL,NULL,"JOR","Jayco","JAY FEATHER","25RB","TT","New","L00017","",2025,46005,"","52373.00","38995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","38895.00","1.000","1.000","0.00","Jayco JAY FEATHER 25RB","-186.06","0.00","-186.06","0.00","0.00","0.00",250072973,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3085",NULL,NULL,NULL,"JOR","Jayco","JAY FEATHER","26RL","TT","New","L00019","",2025,46005,"","54518.00","43495.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","43395.00","1.000","1.000","0.00","Jayco JAY FEATHER 26RL","-186.06","0.00","-186.06","0.00","0.00","0.00",250073009,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3089",NULL,NULL,NULL,"JOR","Jayco","JAY FEATHER","26FK","TT","New","L00018","",2025,46005,"","59535.00","45495.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","45395.00","1.000","1.000","0.00","Jayco JAY FEATHER 26FK","-186.06","0.00","-186.06","0.00","0.00","0.00",250072992,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3068",NULL,NULL,NULL,"JOR","Jayco","JAY FLIGHT","225MLSW","TT","New","L00044","",2025,46005,"","41243.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco JAY FLIGHT 225MLSW","-186.06","0.00","-186.06","0.00","0.00","0.00",250073447,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"2091",NULL,NULL,NULL,"JOR","Jayco","EAGLE HT","230MLCS","TT","New","L00057","",2025,46005,"","58748.00","45995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","45895.00","1.000","1.000","0.00","Jayco EAGLE HT 230MLCS","-186.06","0.00","-186.06","0.00","0.00","0.00",250073642,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"599",NULL,NULL,NULL,"CMI","","COUGAR","23MLE","TT","New","00001","4YDFCGL29SV502385",2025,46005,"","0.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00"," COUGAR 23MLE","-186.06","0.00","-186.06","0.00","0.00","0.00",252404718,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76229098","CMI",NULL,NULL,NULL,NULL,""
"2108",NULL,NULL,NULL,"JOR","Jayco","Jay Feather Micro","183FBS","TT","New","L00004","",2025,46005,"","45293.00","0.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","0.00",NULL,NULL,"0.00","Jayco Jay Feather Micro 183FBS","-186.06","0.00","-186.06","0.00","0.00","0.00",250072772,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3103",NULL,NULL,NULL,"JOR","Jayco","JAY FEATHER","27BH","TT","New","L00020","",2025,46005,"","57695.00","41995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","41895.00","1.000","1.000","0.00","Jayco JAY FEATHER 27BH","-186.06","0.00","-186.06","0.00","0.00","0.00",250073026,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
"3131",NULL,NULL,NULL,"JOR","Jayco","Jay Feather Air","16RB","TT","New","L00008","",2025,46005,"","40043.00","33995.00","In Inventory","0.00","0.00","","0.00","0.00","0.00","0.00","1000-01-01","1900-01-01","33895.00","1.000","1.000","0.00","Jayco Jay Feather Air 16RB","-186.06","0.00","-186.06","0.00","0.00","0.00",250081729,"majorunit","0.00","0.00","0.00","0.00","0.00",NULL,"0.00",NULL,NULL,NULL,NULL,False,False,NULL,NULL,"76226216","JOR",NULL,NULL,NULL,NULL,""
